task_id,task_name,description_output,ChatGPT Response1,ChatGPT Response2,ChatGPT Response3,ChatGPT Response4
315,cdecee7f,"To make the output, you have to...follow the input grid colored squares from left to right. The left most color will be in the top left. The next colored square will to to the right. Each colored square will get its own square in the output. Continue this until you reach the top right corner of the output grid size. Then the next colored square will go under the top right and then they will fill in output grid to the left until it reaches the left edge. Then the it will go below that and continue to the right again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be black.","To make the output, you have to...follow the input grid colored squares from right to left. The right most color will be in the top right. The next colored square will go to the left. Each colored square will get its own square in the output. Continue this until you reach the top left corner of the output grid size. Then the next colored square will go under the top left and then they will fill in the output grid to the right until it reaches the right edge. Then it will go below that and continue to the left again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be white.","To make the output, you have to...follow the input grid colored squares from bottom to top. The bottom most color will be in the bottom left. The next colored square will go above. Each colored square will get its own square in the output. Continue this until you reach the top left corner of the output grid size. Then the next colored square will go under the bottom left and then they will fill in the output grid to the right until it reaches the left edge. Then it will go below that and continue to the right again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be white.","To make the output, you have to...follow the input grid colored squares from left to right. The left most color will be in the bottom right. The next colored square will go to the left. Each colored square will get its own square in the output. Continue this until you reach the bottom left corner of the output grid size. Then the next colored square will go above the bottom left and then they will fill in the output grid to the right until it reaches the right edge. Then it will go below that and continue to the left again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be white.","To make the output, you have to...follow the input grid colored squares from right to left. The right most color will be in the bottom right. The next colored square will go to the right. Each colored square will get its own square in the output. Continue this until you reach the bottom right corner of the output grid size. Then the next colored square will go below the bottom right and then they will fill in the output grid to the left until it reaches the left edge. Then it will go above that and continue to the right again. Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be white."
316,ce22a75a,"To make the output, you have to...change every gray square and the 9 squares around it into blue.","To make the output, you have to...change every gray square and the 9 squares around it into orange.","To make the output, you have to...change every pink square and the 9 squares around it into blue.","To make the output, you have to...change every gray square and the 4 squares around it into blue.","To make the output, you have to...change every gray square and the 9 squares around it into gray."
317,ce4f8723,"To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green.","To make the output, you have to...consider the long input as one section divided into 8x8 grids, leave the green spaces black and then paint the black squares as colored blocks.","To make the output, you have to...consider the long input as two separate 4x4 grids, paint all black spaces green without leaving any black blocks.","To make the output, you have to...consider the input as a single 4x4 grid, point the colored blocks as orange and leave the black spaces as green.","To make the output, you have to...consider the input as one 4x8 grid, paint the black spaces blue and leave the colored blocks unchanged."
318,ce602527,"To make the output, you have to...replicate two out of the three objects, each with different colors, onto the output grid, and then check whether it is correct or not.","To make the output, you have to...remove two out of the three objects, each with different colors, from the output grid, and then check whether it is correct or not.","To make the output, you have to...replicate all the objects, each with the same color, onto the output grid, and then check whether it is correct or not.","To make the output, you have to...move two out of the three objects, each with the same colors, onto a different grid, and then check whether it is correct or not.","To make the output, you have to...erase two out of the three objects, each with the same colors, from the output grid, and then check whether it is correct or not."
319,ce9e57f2,"To make the output, you have to...change the lower half of the red bars to light blue and the upper half remain red. If there are an even number of squares in the bar, the red squares and light blue squares should be even. If there are an odd number of squares in a bar, there should be one more upper red squares than there are lower blue squares.","To make the output, you have to...change the upper half of the red bars to light blue and the lower half remain red. If there are an even number of squares in the bar, the red squares and light blue squares should be even. If there are an odd number of squares in a bar, there should be one more lower red squares than there are upper blue squares.","To make the output, you have to...change the lower half of the blue bars to red and the upper half remain blue. If there are an even number of squares in the bar, the red squares and blue squares should be even. If there are an odd number of squares in a bar, there should be one more upper blue squares than there are lower red squares.","To make the output, you have to...change the entire bars to light blue. If there are an even number of squares in the bar, the red squares and light blue squares should be even. If there are an odd number of squares in a bar, there should be one more upper blue squares than there are lower red squares.","To make the output, you have to...change the lower half of the red bars to black and the upper half remain red. If there are an even number of squares in the bar, the red squares and black squares should be even. If there are an odd number of squares in a bar, there should be one more upper red squares than there are lower black squares."
320,cf98881b,"To make the output, you have to...copy the blue pattern first, then overlay the brown pattern over that, finally overlay the yellow pattern over that as well. The yellow pattern will be most visible.","To make the output, you have to...copy the yellow pattern first, then overlay the blue pattern over that, finally overlay the brown pattern over that as well. The brown pattern will be most visible.","To make the output, you have to...copy the red pattern first, then overlay the green pattern over that, finally overlay the gray pattern over that as well. The gray pattern will be most visible.","To make the output, you have to...copy the orange pattern first, then overlay the pink pattern over that, finally overlay the black pattern over that as well. The black pattern will be most visible.","To make the output, you have to...copy the gray pattern first, then overlay the pink pattern over that, finally overlay the green pattern over that as well. The green pattern will be most visible."
321,d037b0a7,"To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border.","To make the output, you have to...wherever you see a red color make squares above that color the same color up to the border.","To make the output, you have to...wherever you see a color other than black make squares left of that color the same color to the other side.","To make the output, you have to...wherever you see a color other than black make squares right of that color the opposite color to the border.","To make the output, you have to...wherever you see a color other than black leave all squares below that color unchanged to the border."
322,d06dbe63,"To make the output, you have to...use just grey blocks add blocks to the top of the blue box, add two up, and then two to the right. Below the blue box add grey blocks, two down and then two to the left. Repeat this pattern to the edge of the grid.","To make the output, you have to...use just black blocks add blocks to the bottom of the blue box, add two down, and then two to the left. Above the blue box add black blocks, two up and then two to the right. Repeat this pattern to the edge of the grid.","To make the output, you have to...use just yellow blocks add blocks to the bottom of the blue box, add two down, and then two to the right. Below the blue box add yellow blocks, two down and then two to the left. Repeat this pattern to the edge of the grid.","To make the output, you have to...use just pink blocks add blocks to the left of the blue box, add two left, and then two up. Below the blue box add pink blocks, two down and then two to the right. Repeat this pattern to the edge of the grid.","To make the output, you have to...use just brown blocks add blocks to the top of the blue box, add two up, and then two to the right. Above the blue box add brown blocks, two up and then two to the left. Repeat this pattern to the center of the grid."
323,d07ae81c,"To make the output, you have to...draw from single square to diagonal out. For the new lines, make sure to keep the same color on background that is there before.","To make the output, you have to...draw from diagonal to single square out. For the new lines, make sure to change the background color completely.","To make the output, you have to...create horizontal and vertical lines instead of diagonal ones. Do not maintain the existing background color.","To make the output, you have to...add a different colored square in each corner of the grid. Do not pay attention to the background color.","To make the output, you have to...erase all existing squares and replace them with a new color. For the new lines, ensure the background is entirely different."
324,d0f5fe59,"To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner.","To make the output, you have to...take the opposite color of the shapes in the input grid and create a line from the top right corner to the base left corner.","To make the output, you have to...take the same color as the shapes in the input grid and create a line from the bottom left corner to the top right corner.","To make the output, you have to...take the same color as the shapes in the input grid and create a square from the top left corner to the bottom right corner.","To make the output, you have to...take the same color as the shapes in the input grid and create a rectangle from the top right corner to the base left corner."
325,d10ecb37,"To make the output, you have to...copy the colors used in the top left corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid. So if the top left has a red square, then a yellow square with a blue square below the red square and a green square below the yellow square, then those would be placed in the corresponding squares on the output grid.","To make the output, you have to...skip copying the colors used in the top left corner of the grid and instead use the colors in the bottom right corner of four squares as the corresponding colors on the output 2x2 grid.","To make the output, you have to...remove the colors used in the top left corner of four squares of the grid and leave the corresponding places on the output 2x2 grid blank.","To make the output, you have to...copy the colors used in the top right corner of four squares of the grid and use them as the corresponding colors on the output 2x2 grid.","To make the output, you have to...change the colors used in the top left corner of four squares of the grid to a new set of colors and place these new colors on the corresponding spots of the output 2x2 grid."
326,d13f3404,"To make the output, you have to...repeat the pattern from the original corner to the other corner of the new bigger grid.","To make the output, you have to...alter the pattern from the original corner to create a different pattern in the new bigger grid.","To make the output, you have to...leave the pattern from the original corner out and fill in with different colors in the new bigger grid.","To make the output, you have to...break up the pattern from the original corner and scatter the pieces in the new bigger grid.","To make the output, you have to...invert the pattern from the original corner within the new bigger grid."
327,d22278a0,"To make the output, you have to...draw alternating squares from the corner without crossing the middle horizontal or vertical to another color.","To make the output, you have to...erase alternating squares from the corner without crossing the middle horizontal or vertical to another color.","To make the output, you have to...draw alternating squares from the corner and cross the middle horizontal or vertical to another color.","To make the output, you have to...draw alternating squares from the middle without crossing the corner horizontal or vertical to another color.","To make the output, you have to...draw consistent squares from the corner without crossing the middle horizontal or vertical to another color."
328,d23f8c26,"To make the output, you have to...turn everything black, but keep the middle vertical line of colored squares.","To make the output, you have to...turn everything black, except for the middle horizontal line of colored squares.","To make the output, you have to...turn everything white, but keep the middle vertical line of colored squares.","To make the output, you have to...turn everything black, except for the middle vertical line of black squares.","To make the output, you have to...turn everything colored, but keep the middle vertical line of black squares."
329,d2abd087,"To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to red. If the shape has any other number of gray squares, change the gray squares to blue.","To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to blue. If the shape has any other number of gray squares, change the gray squares to red.","To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses more than 6 gray squares, change those gray squares to red. If the shape has fewer gray squares, change the gray squares to blue.","To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, remove those gray squares. If the shape has any other number of gray squares, keep the gray squares as they are.","To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses 7 gray squares, change those gray squares to blue. If the shape has any other number of gray squares, change the gray squares to red."
330,d364b489,"To make the output, you have to...place a orange square to the space left of any blue square, a red square in the space above any blue square, a purple square to the space on the right of any blue square and a light blue square to the space below any blue square.","To make the output, you have to...place a orange square to the space on the right of any blue square, a red square below any blue square, a purple square to the space above any blue square, and a light blue square to the space left of any blue square.","To make the output, you have to...place an orange square below any blue square, a red square to the space to the right of any blue square, a purple square to the space left of any blue square, and a light blue square above any blue square.","To make the output, you have to...ensure no orange square is placed next to any blue square, and place red, purple, and light blue squares randomly in the grid.","To make the output, you have to...place an orange square to the space below any blue square, a red square to the space to the right of any blue square, a purple square to the space above any blue square, and a light blue square to the space on the left of any blue square."
331,d406998b,"To make the output, you have to...begin from the right-most column and change the grey pixels in the odd-numbered columns with green.","To make the output, you have to...begin from the left-most column and change the grey pixels in the odd-numbered columns with blue.","To make the output, you have to...begin from the right-most row and change the green pixels in the even-numbered columns with grey.","To make the output, you have to...begin from the right-most column and change the green pixels in the odd-numbered columns with grey.","To make the output, you have to...begin from the right-most row and change the grey pixels in the odd-numbered rows with green."
332,d43fd935,"To make the output, you have to...fill the same color of any square that is vertical or horizontal to the corner of the green square.","To make the output, you have to...remove the same color of any square that is vertical or horizontal to the corner of the green square.","To make the output, you have to...fill the same color of any square that is diagonal to the corner of the green square.","To make the output, you have to...fill different colors in any square that is vertical or horizontal to the corner of the yellow square.","To make the output, you have to...erase the same color of any square that is vertical or horizontal to the side of the green rectangle."
333,d4469b4b,"To make the output, you have to...make a 3x3 grid. If the input grid has blue shapes, the output should be light grey with black in the four corners (making a grey plus sign). If the input grid has red shapes, the output should be light grey with black on the lower left, middle left, middle right and lower right (making a grey T shape). If the input grid has green shapes, the output should be light grey with black in the upper left, middle left, upper center and middle center (making a 2x2 black square in the upper left).","To make the output, you have to...make a 3x3 grid. If the input grid has blue shapes, the output should be light grey with black in the lower right corners (making a grey plus sign). If the input grid has red shapes, the output should be light grey with black on the upper left, middle left, upper right and middle right (making a grey T shape). If the input grid has green shapes, the output should be light grey with black in the lower left, middle left, lower center and middle center (making a 2x2 black square in the upper left).","To make the output, you have to...make a 5x5 grid. If the input grid has blue shapes, the output should be light grey with black in the four corners (making a grey plus sign). If the input grid has red shapes, the output should be light grey with black on the lower left, middle left, upper right and lower right (making a grey T shape). If the input grid has green shapes, the output should be light grey with black in the upper left, middle left, upper center and middle center (making a 2x2 black square in the upper right).","To make the output, you have to...make a 3x3 grid. If the input grid has blue shapes, the output should be light grey with black in the four corners (making a grey plus sign). If the input grid has red shapes, the output should be light grey with black on the upper left, middle left, middle right and upper right (making a grey T shape). If the input grid has green shapes, the output should be light grey with black in the upper left, middle left, lower center and middle center (making a 2x2 black square in the upper left).","To make the output, you have to...make a 3x3 grid. If the input grid has blue shapes, the output should be light grey with black in the four corners (making a grey plus sign). If the input grid has red shapes, the output should be light grey with black on the lower left, middle left, middle right and upper left (making a grey cross shape). If the input grid has green shapes, the output should be light grey with black in the upper left, middle left, upper center and lower center (making a 2x2 black square in the upper left)."
334,d4a91cb9,"To make the output, you have to...draw a down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid.","To make the output, you have to...erase the down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid.","To make the output, you have to...draw an up line with yellow to which the blue grid's row meet, and continue the yellow grid to the side of the green grid.","To make the output, you have to...draw a down line with blue to which the orange grid's row meet, and continue the blue grid to the side of the orange grid.","To make the output, you have to...erase a down line with yellow to which the red grid's row meet, and stop the yellow grid at the side of the red grid."
335,d4f3cd78,"To make the output, you have to...fill the gray with light blue then extend a line out the empty spot to the the end of the grid.","To make the output, you have to...remove all the gray and replace it with black and fill the empty spot with gray squares.","To make the output, you have to...fill the gray with black, then extend a rectangle out the empty spot to the middle of the grid.","To make the output, you have to...replace the gray with brown then extend a square out the filled spot to the end of the grid.","To make the output, you have to...change the gray to orange, and extend the line into the middle of the grid."
336,d511f180,"To make the output, you have to...change all gray squares to light blue and all light blue squares to gray. Everything else keep the same as input.","To make the output, you have to...change all gray squares to red and all red squares to gray. Everything else keep the same as input.","To make the output, you have to...change all yellow squares to green and all green squares to yellow. Everything else keep the same as input.","To make the output, you have to...change all pink squares to brown and all brown squares to pink. Everything else keep the same as input.","To make the output, you have to...change all orange squares to blue and all blue squares to orange. Everything else keep the same as input."
337,d5d6de2d,"To make the output, you have to...fill in the holes of the boxes with green, then black out the outlines of the boxes.","To make the output, you have to...fill in the holes of the boxes with red, then highlight the outlines of the boxes.","To make the output, you have to...erase the holes of the boxes, then remove the outlines of the boxes.","To make the output, you have to...keep the holes of the boxes empty, then black out the inside of the boxes.","To make the output, you have to...fill in the background with black, then outline it in red."
338,d631b094,"To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks.","To make the output, you have to...erase the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks.","To make the output, you have to...color the entire grid in colors other than the input grid blocks.","To make the output, you have to...color only half of the output grid the color of the colored input grid blocks so there is a vertical line of colored blocks.","To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a diagonal line of colored blocks."
339,d687bc17,"To make the output, you have to...copy and paste the entire box. In the end, almost all of the center boxes will be black. Look at the top of the grid; if there are boxes the same color as those on top, move it up to touch the top and then color black any boxes of same color that are left in the middle. Next, look at the right side of the grid, if there are any boxes the same color as the right side, move it up to touch the right side and then color black any boxes of same color that are left in the middle. Repeat these steps for the bottom and left side of the grid.","To make the output, you have to...remove the entire box. In the end, almost all of the center boxes will be white. Look at the top of the grid; if there are boxes the same color as those on top, move it down to touch the bottom and then color white any boxes of same color that are left in the middle. Next, look at the right side of the grid, if there are any boxes the same color as the right side, move it left to touch the left side and then color white any boxes of same color that are left in the middle. Repeat these steps for the bottom and left side of the grid.","To make the output, you have to...cut and remove the entire box. In the end, almost all of the center boxes will be white. Look at the top of the grid; if there are boxes the same color as those on top, move it down to touch the bottom and then color white any boxes of same color that are left in the corner. Next, look at the left side of the grid, if there are any boxes the same color as the left side, move it up to touch the left side and then color white any boxes of same color that are left in the corner. Repeat these steps for the bottom and right side of the grid.","To make the output, you have to...remove and erase the entire box. In the end, almost all of the corner boxes will be white. Look at the bottom of the grid; if there are boxes the same color as those on the bottom, move it up to touch the top and then color white any boxes of same color that are left in the middle. Next, look at the right side of the grid, if there are any boxes the same color as the right side, move it left to touch the right side and then color white any boxes of same color that are left in the center. Repeat these steps for the side and left top of the grid.","To make the output, you have to...move and erase the entire box. In the end, almost all of the corner boxes will be white. Look at the bottom of the grid; if there are boxes the same color as those on the bottom, move it up to touch the top and then color white any boxes of same color that are left in the corner. Next, look at the left side of the grid, if there are any boxes the same color as the left side, move it up to touch the right side and then color white any boxes of same color that are left in the middle. Repeat these steps for the bottom and top side of the grid."
340,d6ad076f,"To make the output, you have to...copy the input grid and connect the two shapes with the blue grid.it must be smaller than the size of the small input shape.","To make the output, you have to...invert the input grid and disconnect the two shapes with the red grid. it must be larger than the size of the small input shape.","To make the output, you have to...erase the input grid and connect the two shapes with the green grid. it must be different from the size of the small input shape.","To make the output, you have to...mirror the input grid and separate the two shapes with the yellow grid. it must be identical to the size of the small input shape.","To make the output, you have to...rotate the input grid and connect the two shapes with the orange grid. it must be larger than the size of the small input shape."
341,d89b689b,"To make the output, you have to...replace 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2.","To make the output, you have to...replace 2x2 grid colors with the same color from the input grid. Each 2x2 grid color is the same in the output grid.","To make the output, you have to...replace 2x2 different grid colors with all four identical colors as in the input grid. Each 2x2 grid color is the same in the output grid.","To make the output, you have to...replace 2x2 grid colors with the ones not present in the input grid. Each 2x2 grid color is the same in the output grid.","To make the output, you have to...replace 2x2 grids with two different colors from the input grid. Each 2x2 grid color is the same in the output grid."
342,d8c310e9,"To make the output, you have to...connect the repeating pattern continuously to the right end.","To make the output, you have to...disconnect the repeating pattern continuously to the left end.","To make the output, you have to...disrupt the repeating pattern randomly within the middle.","To make the output, you have to...separate the repeating pattern discontinuously to the left end.","To make the output, you have to...break the repeating pattern at intervals to the left end."
343,d90796e8,"To make the output, you have to...copy the exact entire image. Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with light blue, and replace the red pixel with black. (remove it)","To make the output, you have to...copy the exact entire image. Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with red, and replace the red pixel with black.","To make the output, you have to...copy the exact entire image. Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with black, and replace the red pixel with orange.","To make the output, you have to...copy the exact entire image. Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with yellow, and replace the red pixel with pink.","To make the output, you have to...copy the exact entire image. Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with pink, and replace the red pixel with green."
344,d9f24cd1,"To make the output, you have to...extend each red dot straight up so it forms a vertical line. The red pixel must change direction as it reaches the grey pixel to the right and continue straight up.","To make the output, you have to...make each red dot go straight down, forming a vertical line. The red pixel must change direction to the left as it reaches the grey pixel and continue straight down.","To make the output, you have to...extend each red dot horizontally to the right, forming a horizontal line. The red pixel must change direction as it reaches the grey pixel to the left and continue horizontally.","To make the output, you have to...create a diagonal line from each red dot going down to the right. The red pixel must change direction as it reaches the grey pixel, moving up and to the right to continue diagonally.","To make the output, you have to...move each red dot to the bottom-left corner, forming a horizontal line. The red pixel must change direction as it reaches the grey pixel and continue to the top-right corner."
345,d9fac9be,"To make the output, you have to...zoom into the different colored center block from the input grid and make it the only colored block.","To make the output, you have to...zoom out from the center block and make all colored blocks visible including the center block.","To make the output, you have to...remove the center block from the input grid and change it to black.","To make the output, you have to...duplicate all colored blocks including the center block in the input grid.","To make the output, you have to...change the center block to all black and zoom into the surrounding blocks instead."
346,dae9d2b5,"To make the output, you have to...copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black.","To make the output, you have to...erase the yellow side of the input grid. Redraw the yellow pattern in blue and move it to the output grid. Then, recolor each green and yellow square orange, so your output is only orange and black.","To make the output, you have to...move the green pattern to the right side of the input grid and copy the black part. Draw this black pattern on the output grid and recolor the yellow and green squares to red.","To make the output, you have to...replace the left side of the input grid with red squares. Copy the red and paste it onto the output grid, then fill the black squares with blue. Recolor the green and yellow squares so your output is only blue and black.","To make the output, you have to...copy and paste the right-side of the input (the black side) onto the output grid. Draw the yellow pattern on top of the black. Recolor each green and yellow square blue so your output is only blue and black."
347,db3e9e38,"To make the output, you have to...copy-paste the input. starting on each side, alternate colors between orange and light blue, and decreasing the line by one block. So the colors should be orange in middle, then light blue, then orange, then light blue.","To make the output, you have to...copy-paste the input, starting on each side, alternate colors between black and light blue, and decreasing the line by one block. So the colors should be black in the middle, then light blue, then black, then light blue.","To make the output, you have to...copy-paste the input, starting on each side, alternate colors between orange and red, and decreasing the line by one block. So the colors should be orange in the middle, then red, then orange, then red.","To make the output, you have to...copy-paste the input, starting on each side, alternate colors between orange and green, and increasing the line by one block. So the colors should be orange in the middle, then green, then orange, then green.","To make the output, you have to...copy-paste the input, starting on each side, alternate colors between orange and pink, maintaining the line size. So the colors should be orange in the middle, then pink, then orange, then pink."
348,db93a21d,"To make the output, you have to...put a green border around each red square. The thickness of the green border should equal one half of the thickness of the red square (if the square is 6 squares across then the green border should be three squares deep around it). Fill the black squares below the red and green squares with a vertical line of blue squares. The blue squares should be in the same vertical row as the red square and should be the same width as the red square. If the blue line should intersect with a green box, then the green box should stay. Don't color over any green.","To make the output, you have to...put a blue border around each green square. The thickness of the blue border should equal double the thickness of the green square (if the square is 4 squares across then the blue border should be eight squares deep around it). Leave the black squares below the green and blue squares empty. The yellow squares should be in the same vertical row as the green square and should be the same width as the green square. If the yellow line should intersect with a blue box, then the blue box should disappear. Don't color over any blue.","To make the output, you have to...put a red border around each yellow square. The thickness of the red border should equal one third of the thickness of the yellow square (if the square is 9 squares across then the red border should be three squares deep around it). Erase the black squares below the yellow and red squares with a horizontal line of green squares. The green squares should be in the same vertical row as the yellow square and should be the same width as the yellow square. If the green line should intersect with a red box, then the red box should stay. Color over any red.","To make the output, you have to...put a yellow border around each blue square. The thickness of the yellow border should equal one fourth of the thickness of the blue square (if the square is 8 squares across then the yellow border should be two squares deep around it). Fill the black squares below the yellow and blue squares with a vertical line of brown squares. The brown squares should be in the same vertical row as the blue square and should be the same width as the blue square. If the brown line should intersect with a yellow box, then the yellow box should disappear. Color over any yellow.","To make the output, you have to...put a green border around each orange square. The thickness of the green border should equal one half of the thickness of the orange square (if the square is 6 squares across then the green border should be three squares deep around it). Fill the black squares below the orange and green squares with a vertical line of pink squares. The pink squares should be in the same vertical row as the orange square and should be the same width as the orange square. If the pink line should intersect with a green box, then the green box should stay. Don't color over any green."
349,dbc1a6ce,"To make the output, you have to...check the blue grid which is at the same row and same line. draw a connected light blue grid between the blue grid at the same row and line.","To make the output, you have to...check the green grid which is at the same row and different line. draw a non-connected orange grid between the green grid at the same row and line.","To make the output, you have to...ignore the blue grid which is at the same row and different line. draw an unconnected gray grid between the blue grid at the same row and line.","To make the output, you have to...erase the blue grid which is at differing row and differing line. draw a disconnected brown grid between the blue grid at the different row and line.","To make the output, you have to...overlook the blue grid which isn?™t at the same row and same line. draw a separate pink grid between the blue grid at a different row and line."
350,dc0a314f,"To make the output, you have to...identify the radial symmetry pattern in the input grid, and appropriately fill in the regions obscured by the green square to complete the radial symmetry pattern. Only represent the green square portion in the output grid.","To make the output, you have to...identify the diagonal symmetry pattern in the input grid, and appropriately fill in the regions obscured by the green square to complete the diagonal symmetry pattern. Only represent the green square portion in the output grid.","To make the output, you have to...identify the vertical symmetry pattern in the input grid, and appropriately fill in the regions obscured by the green square to complete the vertical symmetry pattern. Only represent the green square portion in the output grid.","To make the output, you have to...identify the horizontal symmetry pattern in the input grid, and appropriately fill in the regions obscured by the green square to complete the horizontal symmetry pattern. Only represent the green square portion in the output grid.","To make the output, you have to...identify the irregular pattern in the input grid, and appropriately fill in the regions obscured by the green square to complete the irregular pattern. Only represent the green square portion in the output grid."
351,dc1df850,"To make the output, you have to...surround only the red squares with a blue border that is one square wide.","To make the output, you have to...surround only the blue squares with a red border that is one square wide.","To make the output, you have to...remove the blue border from around the red squares.","To make the output, you have to...replace the red squares with green squares and add a yellow border that is one square wide.","To make the output, you have to...surround the yellow squares with a blue border that is two squares wide."
352,dc433765,"To make the output, you have to...move the green square one block closer to the yellow square, no matter if it is horizontal, diagonal, or vertical.","To make the output, you have to...move the green square one block farther from the yellow square, no matter if it is horizontal, diagonal, or vertical.","To make the output, you have to...move the yellow square one block closer to the green square, no matter if it is horizontal, diagonal, or vertical.","To make the output, you have to...leave the green square and the yellow square in their current positions.","To make the output, you have to...move the green square one block closer to the red square, no matter if it is horizontal, diagonal, or vertical."
353,ddf7fa4f,"To make the output, you have to...fill the gray area with the colors corresponding with the colored block in the first row.","To make the output, you have to...fill the gray area without the colors corresponding with the colored blocks in the first row.","To make the output, you have to...erase the gray area and add colors corresponding with the colored blocks in the first row.","To make the output, you have to...fill the gray area with colors from a different row.","To make the output, you have to...move the colors from the gray area to the opposite end of the grid."
354,de1cd16c,"To make the output, you have to...look for the colored grid with the largest number of colored squares and use that color.","To make the output, you have to...look for the colored grid with the smallest number of colored squares and use that color.","To make the output, you have to...look for the colored grid with the fewest number of colored squares and avoid that color.","To make the output, you have to...look for the colored grid with the least number of colored squares and avoid using that color.","To make the output, you have to...look for the colored grid with the smallest number of colored pixels and avoid that color."
355,ded97339,"To make the output, you have to...connect the light blue boxes that are directly vertical and horizontal to each other.","To make the output, you have to...disconnect the light blue boxes that are diagonally located to each other.","To make the output, you have to...separate the light blue boxes that are directly vertical and horizontal to each other.","To make the output, you have to...connect the red boxes that are directly vertical and horizontal to each other.","To make the output, you have to...replace the light blue boxes with black ones that are directly vertical and horizontal to each other."
356,e179c5f4,"To make the output, you have to...add the same color blue pixel in a zig-zag pattern moving up the grid. Each pixel should be filled in on a diagonal going up and to the right until you read the edge of the grid. Then you should keep moving on the diagonal up and to the left until you reach the left side of the grid. Keep repeating until you reach the top of the grid. Then fill in the rest of the spaces with the light blue color.","To make the output, you have to...add the same color black pixel in a zig-zag pattern moving up the grid. Each pixel should be filled in on a horizontal line going up and to the right until you reach the edge of the grid. Then you should keep moving on the horizontal line up and to the left until you reach the left side of the grid. Keep repeating until you reach the top of the grid. Then fill in the rest of the spaces with the yellow color.","To make the output, you have to...add the same color red pixel in a zig-zag pattern moving down the grid. Each pixel should be filled in on a diagonal going down and to the left until you reach the edge of the grid. Then you should keep moving on the diagonal down and to the right until you reach the right side of the grid. Keep repeating until you reach the bottom of the grid. Then fill in the rest of the spaces with the pink color.","To make the output, you have to...add the same color brown pixel in a vertical pattern moving down the grid. Each pixel should be filled in on a straight line going down and to the left until you reach the edge of the grid. Then you should keep moving on the straight line down and to the right until you reach the right side of the grid. Keep repeating until you reach the bottom of the grid. Then fill in the rest of the spaces with the gray color.","To make the output, you have to...add the same color orange pixel in a vertical pattern moving up the grid. Each pixel should be filled in on a vertical line going up and to the left until you reach the edge of the grid. Then you should keep moving on the straight line up and to the right until you reach the right side of the grid. Keep repeating until you reach the top of the grid. Then fill in the rest of the spaces with the green color."
